PlotCode,Year,Management,Anon_ID,Physiog
BLPL1,2003,Burned,bFVSnr,Forb
BLPL1,2003,Burned,CNMnqz,Forb
BLPL1,2003,Burned,vCBuoK,Forb
BLPL1,2003,Burned,ANiQpz,Forb
BLPL1,2003,Burned,hYPSJi,Forb
BLPL1,2008,Burned,aGZWsE,Forb
BLPL1,2008,Burned,UoEbYp,Sedge
BLPL1,2008,Burned,fyfbZM,Forb
BLPL1,2008,Burned,hAlmlz,Herbaceous Vine
BLPL1,2008,Burned,OdbMAZ,Herbaceous Vine
BLPL1,2008,Burned,vSGAde,Forb
BLPL1,2008,Burned,UarnNz,Forb
BLPL1,2008,Burned,VhdpbU,Forb
BLPL1,2008,Burned,xJAkzq,Forb
BLPL1,2008,Burned,YSZXnZ,Forb
BLPL1,2008,Burned,KrqaHW,Forb
BLPL1,2008,Burned,LmRjVr,Forb
BLPL1,2008,Burned,pcARmQ,Forb
BLPL1,2008,Burned,dhMewW,Grass
BLPL1,2008,Burned,tRuSAL,Forb
BLPL1,2008,Burned,twflQS,Sedge
BLPL1,2008,Burned,RtxzBP,Forb
BLPL1,2008,Burned,nFKXEO,Forb
BLPL1,2008,Burned,eOvBox,Forb
BLPL1,2008,Burned,WYzxjD,Forb
BLPL1,2008,Burned,QsZMRL,Forb
BLPL1,2008,Burned,WhTYky,Herbaceous Vine
BLPL1,2008,Burned,UvxZLy,Forb
BLPL1,2008,Burned,DCLAHY,Forb
BLPL1,2008,Burned,FDijus,Forb
BLPL1,2008,Burned,rkgUpY,Grass
BLPL1,2008,Burned,bFVSnr,Forb
BLPL1,2008,Burned,DGUUwy,Grass
BLPL1,2008,Burned,CretiZ,Forb
BLPL1,2008,Burned,RWECfS,Forb
BLPL1,2008,Burned,NhJuqc,Forb
BLPL1,2008,Burned,ARiRlT,Forb
BLPL1,2008,Burned,tOdoOm,Forb
BLPL1,2008,Burned,vCBuoK,Forb
BLPL1,2008,Burned,ANiQpz,Forb
BLPL1,2008,Burned,CNMnqz,Forb
BLPL1,2008,Burned,hYPSJi,Forb
BLPL1,2008,Burned,FNXufi,Forb
BLPL1,2013,Burned,EEhjAo,Forb
BLPL1,2013,Burned,TdpIKK,Forb
BLPL1,2013,Burned,AiRoBj,Sedge
BLPL1,2013,Burned,UoEbYp,Sedge
BLPL1,2013,Burned,LTavLC,Forb
BLPL1,2013,Burned,rDwcyi,Grass
BLPL1,2013,Burned,fOVplP,Forb
BLPL1,2013,Burned,RtxzBP,Forb
BLPL1,2013,Burned,hAlmlz,Herbaceous Vine
BLPL1,2013,Burned,pcARmQ,Forb
BLPL1,2013,Burned,tDrleT,Forb
BLPL1,2013,Burned,OdbMAZ,Herbaceous Vine
BLPL1,2013,Burned,KrqaHW,Forb
BLPL1,2013,Burned,lKqqXS,Grass
BLPL1,2013,Burned,tylLzY,Herbaceous Vine
BLPL1,2013,Burned,LmRjVr,Forb
BLPL1,2013,Burned,tsSSqw,Sedge
BLPL1,2013,Burned,RLrywg,Forb
BLPL1,2013,Burned,QsZMRL,Forb
BLPL1,2013,Burned,DCLAHY,Forb
BLPL1,2013,Burned,VfGQNF,Grass
BLPL1,2013,Burned,YSZXnZ,Forb
BLPL1,2013,Burned,WhTYky,Herbaceous Vine
BLPL1,2013,Burned,twflQS,Sedge
BLPL1,2013,Burned,KpvKxh,Forb
BLPL1,2013,Burned,oZUmwb,Grass
BLPL1,2013,Burned,VgwiTp,Forb
BLPL1,2013,Burned,vSGAde,Forb
BLPL1,2013,Burned,UvxZLy,Forb
BLPL1,2013,Burned,bFVSnr,Forb
BLPL1,2013,Burned,ARiRlT,Forb
BLPL1,2013,Burned,DGUUwy,Grass
BLPL1,2013,Burned,rkgUpY,Grass
BLPL1,2013,Burned,xJAkzq,Forb
BLPL1,2013,Burned,RWECfS,Forb
BLPL1,2013,Burned,nFKXEO,Forb
BLPL1,2013,Burned,FDijus,Forb
BLPL1,2013,Burned,vCBuoK,Forb
BLPL1,2013,Burned,NhJuqc,Forb
BLPL1,2013,Burned,ANiQpz,Forb
BLPL1,2013,Burned,CNMnqz,Forb
BLPL1,2013,Burned,tOdoOm,Forb
BLPL1,2013,Burned,FNXufi,Forb
BLPL1,2013,Burned,hYPSJi,Forb
BLPL2,1987,Burned,YSZXnZ,Forb
BLPL2,1987,Burned,vCBuoK,Forb
BLPL2,1987,Burned,QsZMRL,Forb
BLPL2,1994,Burned,sCcjPM,Forb
BLPL2,1994,Burned,CNMnqz,Forb
BLPL2,1994,Burned,WgfmiW,Forb
BLPL2,1994,Burned,vCBuoK,Forb
BLPL2,1994,Burned,QsZMRL,Forb
BLPL2,1999,Burned,EnijYt,Forb
BLPL2,1999,Burned,WgfmiW,Forb
BLPL2,1999,Burned,CNMnqz,Forb
BLPL2,1999,Burned,bFVSnr,Forb
BLPL2,1999,Burned,QsZMRL,Forb
BLPL2,1999,Burned,vCBuoK,Forb
BLPL2,2004,Burned,WgfmiW,Forb
BLPL2,2004,Burned,QsZMRL,Forb
BLPL2,2004,Burned,vCBuoK,Forb
BLPL2,2009,Burned,vmqBeY,Forb
BLPL2,2009,Burned,QsZMRL,Forb
BLPL2,2009,Burned,vCBuoK,Forb
BLPL2,2014,Burned,QsZMRL,Forb
BLPL2,2014,Burned,vCBuoK,Forb
CHPL2,1991,Burned,ZwPCxm,Forb
CHPL2,1991,Burned,CNMnqz,Forb
CHPL2,1991,Burned,uTkbKs,Forb
CHPL2,1991,Burned,WfgvSM,Forb
CHPL2,1991,Burned,rClBAU,Forb
CHPL2,1991,Burned,sWfNhY,Forb
CHPL2,1991,Burned,NhJuqc,Forb
CHPL2,1991,Burned,vSGAde,Forb
CHPL2,1991,Burned,hYPSJi,Forb
CHPL2,1991,Burned,vCBuoK,Forb
CHPL2,1991,Burned,bFVSnr,Forb
CHPL2,1994,Burned,LTavLC,Forb
CHPL2,1994,Burned,ZwPCxm,Forb
CHPL2,1994,Burned,tsSSqw,Sedge
CHPL2,1994,Burned,GVokUF,Forb
CHPL2,1994,Burned,WfgvSM,Forb
CHPL2,1994,Burned,pGfBUN,Forb
CHPL2,1994,Burned,sWfNhY,Forb
CHPL2,1994,Burned,hYPSJi,Forb
CHPL2,1994,Burned,GnfEoK,Forb
CHPL2,1994,Burned,vSGAde,Forb
CHPL2,1994,Burned,CNMnqz,Forb
CHPL2,1994,Burned,NhJuqc,Forb
CHPL2,1994,Burned,vCBuoK,Forb
CHPL2,1994,Burned,bFVSnr,Forb
CHPL2,1998,Burned,CeKGLf,Forb
CHPL2,1998,Burned,PIvhAf,Forb
CHPL2,1998,Burned,AiRoBj,Sedge
CHPL2,1998,Burned,loCogz,Sedge
CHPL2,1998,Burned,ULFcHl,Grass
CHPL2,1998,Burned,LTavLC,Forb
CHPL2,1998,Burned,tsSSqw,Sedge
CHPL2,1998,Burned,CretiZ,Forb
CHPL2,1998,Burned,KFSxmk,Forb
CHPL2,1998,Burned,YQxyVb,Forb
CHPL2,1998,Burned,RLrywg,Forb
CHPL2,1998,Burned,UoEbYp,Sedge
CHPL2,1998,Burned,dlHcfn,Forb
CHPL2,1998,Burned,YSmeJt,Forb
CHPL2,1998,Burned,LmRjVr,Forb
CHPL2,1998,Burned,CCYKBr,Forb
CHPL2,1998,Burned,KpvKxh,Forb
CHPL2,1998,Burned,WgfmiW,Forb
CHPL2,1998,Burned,NhJuqc,Forb
CHPL2,1998,Burned,hYPSJi,Forb
CHPL2,1998,Burned,vSGAde,Forb
CHPL2,1998,Burned,ANiQpz,Forb
CHPL2,1998,Burned,vmqBeY,Forb
CHPL2,1998,Burned,GVokUF,Forb
CHPL2,1998,Burned,CNMnqz,Forb
CHPL2,1998,Burned,vCBuoK,Forb
CHPL2,1998,Burned,bFVSnr,Forb
CHPL2,2003,Burned,kdhhve,Sedge
CHPL2,2003,Burned,sWfNhY,Forb
CHPL2,2003,Burned,lYEGor,Forb
CHPL2,2003,Burned,fOVplP,Forb
CHPL2,2003,Burned,Mhompu,Forb
CHPL2,2003,Burned,KpvKxh,Forb
CHPL2,2003,Burned,CretiZ,Forb
CHPL2,2003,Burned,ZwPCxm,Forb
CHPL2,2003,Burned,AltPiO,Forb
CHPL2,2003,Burned,CeKGLf,Forb
CHPL2,2003,Burned,vaBnXs,Forb
CHPL2,2003,Burned,difKdw,Forb
CHPL2,2003,Burned,EEhjAo,Forb
CHPL2,2003,Burned,WhTYky,Herbaceous Vine
CHPL2,2003,Burned,dlHcfn,Forb
CHPL2,2003,Burned,LTavLC,Forb
CHPL2,2003,Burned,NhJuqc,Forb
CHPL2,2003,Burned,DCLAHY,Forb
CHPL2,2003,Burned,iKsRuD,Forb
CHPL2,2003,Burned,eMnKnj,Forb
CHPL2,2003,Burned,YSmeJt,Forb
CHPL2,2003,Burned,KFSxmk,Forb
CHPL2,2003,Burned,vmqBeY,Forb
CHPL2,2003,Burned,UoEbYp,Sedge
CHPL2,2003,Burned,RLrywg,Forb
CHPL2,2003,Burned,hYPSJi,Forb
CHPL2,2003,Burned,LmRjVr,Forb
CHPL2,2003,Burned,vSGAde,Forb
CHPL2,2003,Burned,CCYKBr,Forb
CHPL2,2003,Burned,WgfmiW,Forb
CHPL2,2003,Burned,tRuSAL,Forb
CHPL2,2003,Burned,CNMnqz,Forb
CHPL2,2003,Burned,bFVSnr,Forb
CHPL2,2003,Burned,ANiQpz,Forb
CHPL2,2003,Burned,vCBuoK,Forb
CHPL2,2003,Burned,GVokUF,Forb
CHPL2,2008,Burned,ULFcHl,Grass
CHPL2,2008,Burned,AltPiO,Forb
CHPL2,2008,Burned,ARiRlT,Forb
CHPL2,2008,Burned,CeKGLf,Forb
CHPL2,2008,Burned,loCogz,Sedge
CHPL2,2008,Burned,BddIXD,Forb
CHPL2,2008,Burned,iKsRuD,Forb
CHPL2,2008,Burned,RLrywg,Forb
CHPL2,2008,Burned,vSGAde,Forb
CHPL2,2008,Burned,EEhjAo,Forb
CHPL2,2008,Burned,difKdw,Forb
CHPL2,2008,Burned,KpvKxh,Forb
CHPL2,2008,Burned,KFSxmk,Forb
CHPL2,2008,Burned,UoEbYp,Sedge
CHPL2,2008,Burned,lYEGor,Forb
CHPL2,2008,Burned,WhTYky,Herbaceous Vine
CHPL2,2008,Burned,NhJuqc,Forb
CHPL2,2008,Burned,CCYKBr,Forb
CHPL2,2008,Burned,eMnKnj,Forb
CHPL2,2008,Burned,DCLAHY,Forb
CHPL2,2008,Burned,hYPSJi,Forb
CHPL2,2008,Burned,CNMnqz,Forb
CHPL2,2008,Burned,YSmeJt,Forb
CHPL2,2008,Burned,bFVSnr,Forb
CHPL2,2008,Burned,ANiQpz,Forb
CHPL2,2008,Burned,LmRjVr,Forb
CHPL2,2008,Burned,GVokUF,Forb
CHPL2,2008,Burned,vCBuoK,Forb
CHPL2,2013,Burned,AltPiO,Forb
CHPL2,2013,Burned,iyIAFo,Forb
CHPL2,2013,Burned,DcNkAU,Forb
CHPL2,2013,Burned,dmOdVg,Forb
CHPL2,2013,Burned,KzFWEN,Forb
CHPL2,2013,Burned,difKdw,Forb
CHPL2,2013,Burned,EpIMkP,Forb
CHPL2,2013,Burned,tODwNn,Forb
CHPL2,2013,Burned,CEyihn,Forb
CHPL2,2013,Burned,ovUSHW,Forb
CHPL2,2013,Burned,DCLAHY,Forb
CHPL2,2013,Burned,lzsXWO,Forb
CHPL2,2013,Burned,tRuSAL,Forb
CHPL2,2013,Burned,eMnKnj,Forb
CHPL2,2013,Burned,kdhhve,Sedge
CHPL2,2013,Burned,LTavLC,Forb
CHPL2,2013,Burned,UoEbYp,Sedge
CHPL2,2013,Burned,YSmeJt,Forb
CHPL2,2013,Burned,iKsRuD,Forb
CHPL2,2013,Burned,tylLzY,Herbaceous Vine
CHPL2,2013,Burned,KpvKxh,Forb
CHPL2,2013,Burned,IkwfTk,Sedge
CHPL2,2013,Burned,vSGAde,Forb
CHPL2,2013,Burned,WhTYky,Herbaceous Vine
CHPL2,2013,Burned,FDijus,Forb
CHPL2,2013,Burned,KFSxmk,Forb
CHPL2,2013,Burned,EEhjAo,Forb
CHPL2,2013,Burned,WgfmiW,Forb
CHPL2,2013,Burned,lYEGor,Forb
CHPL2,2013,Burned,CNMnqz,Forb
CHPL2,2013,Burned,CCYKBr,Forb
CHPL2,2013,Burned,NhJuqc,Forb
CHPL2,2013,Burned,bFVSnr,Forb
CHPL2,2013,Burned,hYPSJi,Forb
CHPL2,2013,Burned,ANiQpz,Forb
CHPL2,2013,Burned,LmRjVr,Forb
CHPL2,2013,Burned,vCBuoK,Forb
CHPL2,2013,Burned,GVokUF,Forb
CHPL3,1992,Burned,lYEGor,Forb
CHPL3,1992,Burned,WgfmiW,Forb
CHPL3,1992,Burned,YSZXnZ,Forb
CHPL3,1992,Burned,CCYKBr,Forb
CHPL3,1992,Burned,CNMnqz,Forb
CHPL3,1992,Burned,bFVSnr,Forb
CHPL3,1992,Burned,vCBuoK,Forb
CHPL3,1999,Burned,uTkbKs,Forb
CHPL3,1999,Burned,YSZXnZ,Forb
CHPL3,1999,Burned,vSGAde,Forb
CHPL3,1999,Burned,CCYKBr,Forb
CHPL3,1999,Burned,bFVSnr,Forb
CHPL3,1999,Burned,vCBuoK,Forb
CHPL3,1999,Burned,tRuSAL,Forb
CHPL3,2004,Burned,vmqBeY,Forb
CHPL3,2004,Burned,YSZXnZ,Forb
CHPL3,2004,Burned,Mhompu,Forb
CHPL3,2004,Burned,CNMnqz,Forb
CHPL3,2004,Burned,vSGAde,Forb
CHPL3,2004,Burned,bFVSnr,Forb
CHPL3,2004,Burned,CCYKBr,Forb
CHPL3,2004,Burned,vCBuoK,Forb
CHPL3,2009,Burned,eMnKnj,Forb
CHPL3,2009,Burned,pGfBUN,Forb
CHPL3,2009,Burned,vmqBeY,Forb
